Clinic,Date,Ailment,Attendance,MedicationUsed,MedicationStock,StockAdequacy
Riruta Health Centre,2024-03-01,Respiratory Infection,334,93,389,Adequate
Riruta Health Centre,2024-03-01,Diarrhea,47,73,429,Adequate
Riruta Health Centre,2024-03-01,Skin Infection,387,53,116,Adequate
Riruta Health Centre,2024-03-01,Pneumonia,170,81,543,Adequate
Riruta Health Centre,2024-03-02,Malaria,349,75,450,Adequate
Riruta Health Centre,2024-03-02,Flu,116,100,260,Adequate
Riruta Health Centre,2024-03-02,Typhoid,169,118,687,Adequate
Riruta Health Centre,2024-03-02,Respiratory Infection,48,38,500,Adequate
Riruta Health Centre,2024-03-02,Diarrhea,79,113,394,Adequate
Riruta Health Centre,2024-03-02,Skin Infection,41,88,114,Adequate
Riruta Health Centre,2024-03-02,Pneumonia,57,33,391,Adequate
Riruta Health Centre,2024-03-03,Malaria,350,117,604,Adequate
Riruta Health Centre,2024-03-03,Flu,127,76,436,Adequate
Riruta Health Centre,2024-03-03,Typhoid,68,47,399,Adequate
Riruta Health Centre,2024-03-03,Respiratory Infection,208,126,568,Adequate
Riruta Health Centre,2024-03-03,Diarrhea,311,119,263,Adequate
Riruta Health Centre,2024-03-03,Skin Infection,126,10,408,Adequate
Riruta Health Centre,2024-03-03,Pneumonia,291,66,348,Adequate
Riruta Health Centre,2024-03-04,Malaria,274,78,780,Adequate
Riruta Health Centre,2024-03-04,Flu,204,42,165,Adequate
Riruta Health Centre,2024-03-04,Typhoid,344,77,158,Adequate
Riruta Health Centre,2024-03-04,Respiratory Infection,248,143,472,Adequate
Riruta Health Centre,2024-03-04,Diarrhea,295,22,335,Adequate
Riruta Health Centre,2024-03-04,Skin Infection,247,24,540,Adequate
Riruta Health Centre,2024-03-04,Pneumonia,167,51,700,Adequate
Riruta Health Centre,2024-03-05,Malaria,106,17,568,Adequate
Riruta Health Centre,2024-03-05,Flu,139,126,190,Adequate
Riruta Health Centre,2024-03-05,Typhoid,399,31,513,Adequate
Riruta Health Centre,2024-03-05,Respiratory Infection,219,102,784,Adequate
Riruta Health Centre,2024-03-05,Diarrhea,64,91,397,Adequate
Riruta Health Centre,2024-03-05,Skin Infection,162,36,604,Adequate
Riruta Health Centre,2024-03-05,Pneumonia,227,91,131,Adequate
Riruta Health Centre,2024-03-06,Malaria,165,112,440,Adequate
Riruta Health Centre,2024-03-06,Flu,175,107,242,Adequate
Riruta Health Centre,2024-03-06,Typhoid,263,35,143,Adequate
Riruta Health Centre,2024-03-06,Respiratory Infection,61,132,127,Low
Riruta Health Centre,2024-03-06,Diarrhea,189,86,306,Adequate
Riruta Health Centre,2024-03-06,Skin Infection,47,112,681,Adequate
Riruta Health Centre,2024-03-06,Pneumonia,148,40,771,Adequate
Riruta Health Centre,2024-03-07,Malaria,261,29,523,Adequate
Riruta Health Centre,2024-03-07,Flu,272,64,338,Adequate
Riruta Health Centre,2024-03-07,Typhoid,363,30,722,Adequate
Riruta Health Centre,2024-03-07,Respiratory Infection,46,47,325,Adequate
Riruta Health Centre,2024-03-07,Diarrhea,169,25,359,Adequate
Riruta Health Centre,2024-03-07,Skin Infection,246,43,703,Adequate
Riruta Health Centre,2024-03-07,Pneumonia,203,104,304,Adequate
Riruta Health Centre,2024-03-08,Malaria,182,112,164,Adequate
Riruta Health Centre,2024-03-08,Flu,146,54,255,Adequate
Riruta Health Centre,2024-03-08,Typhoid,193,91,617,Adequate
Riruta Health Centre,2024-03-08,Respiratory Infection,351,96,337,Adequate
Riruta Health Centre,2024-03-08,Diarrhea,101,104,425,Adequate
Riruta Health Centre,2024-03-08,Skin Infection,107,76,275,Adequate
Riruta Health Centre,2024-03-08,Pneumonia,350,73,577,Adequate
Riruta Health Centre,2024-03-09,Malaria,284,72,502,Adequate
Riruta Health Centre,2024-03-09,Flu,275,93,428,Adequate
Riruta Health Centre,2024-03-09,Typhoid,100,119,162,Adequate
Riruta Health Centre,2024-03-09,Respiratory Infection,326,146,618,Adequate
Riruta Health Centre,2024-03-09,Diarrhea,289,98,276,Adequate
Riruta Health Centre,2024-03-09,Skin Infection,233,15,693,Adequate
Riruta Health Centre,2024-03-09,Pneumonia,50,44,227,Adequate
Riruta Health Centre,2024-03-10,Malaria,224,75,283,Adequate
Riruta Health Centre,2024-03-10,Flu,276,134,423,Adequate
Riruta Health Centre,2024-03-10,Typhoid,189,75,721,Adequate
Riruta Health Centre,2024-03-10,Respiratory Infection,95,63,353,Adequate
Riruta Health Centre,2024-03-10,Diarrhea,312,69,217,Adequate
Riruta Health Centre,2024-03-10,Skin Infection,73,111,135,Adequate
Riruta Health Centre,2024-03-10,Pneumonia,48,120,400,Adequate
Riruta Health Centre,2024-03-11,Malaria,241,30,316,Adequate
Riruta Health Centre,2024-03-11,Flu,252,56,197,Adequate
Riruta Health Centre,2024-03-11,Typhoid,48,50,637,Adequate
Riruta Health Centre,2024-03-11,Respiratory Infection,57,93,423,Adequate
Riruta Health Centre,2024-03-11,Diarrhea,252,89,662,Adequate
Riruta Health Centre,2024-03-11,Skin Infection,131,57,621,Adequate
Riruta Health Centre,2024-03-11,Pneumonia,266,102,522,Adequate
Riruta Health Centre,2024-03-12,Malaria,129,109,502,Adequate
Riruta Health Centre,2024-03-12,Flu,93,48,431,Adequate
Riruta Health Centre,2024-03-12,Typhoid,347,22,636,Adequate
Riruta Health Centre,2024-03-12,Respiratory Infection,257,118,703,Adequate
Riruta Health Centre,2024-03-12,Diarrhea,71,48,488,Adequate
Riruta Health Centre,2024-03-12,Skin Infection,110,27,206,Adequate
Riruta Health Centre,2024-03-12,Pneumonia,140,50,313,Adequate
Riruta Health Centre,2024-03-13,Malaria,260,59,605,Adequate
Riruta Health Centre,2024-03-13,Flu,150,35,470,Adequate
Riruta Health Centre,2024-03-13,Typhoid,286,66,279,Adequate
Riruta Health Centre,2024-03-13,Respiratory Infection,77,116,118,Adequate
Riruta Health Centre,2024-03-13,Diarrhea,75,76,155,Adequate
Riruta Health Centre,2024-03-13,Skin Infection,258,26,191,Adequate
Riruta Health Centre,2024-03-13,Pneumonia,111,126,178,Adequate
Riruta Health Centre,2024-03-14,Malaria,179,114,382,Adequate
Riruta Health Centre,2024-03-14,Flu,340,130,259,Adequate
Riruta Health Centre,2024-03-14,Typhoid,345,118,767,Adequate
Riruta Health Centre,2024-03-14,Respiratory Infection,185,149,567,Adequate
Riruta Health Centre,2024-03-14,Diarrhea,370,87,216,Adequate
Riruta Health Centre,2024-03-14,Skin Infection,183,117,730,Adequate
Riruta Health Centre,2024-03-14,Pneumonia,228,46,565,Adequate
Riruta Health Centre,2024-03-15,Malaria,292,65,759,Adequate
Riruta Health Centre,2024-03-15,Flu,195,104,371,Adequate
Riruta Health Centre,2024-03-15,Typhoid,208,36,662,Adequate
Riruta Health Centre,2024-03-15,Respiratory Infection,104,45,442,Adequate
Riruta Health Centre,2024-03-15,Diarrhea,217,85,350,Adequate
Riruta Health Centre,2024-03-15,Skin Infection,325,76,229,Adequate
Riruta Health Centre,2024-03-15,Pneumonia,281,131,791,Adequate
Riruta Health Centre,2024-03-16,Malaria,378,119,581,Adequate
Riruta Health Centre,2024-03-16,Flu,367,107,613,Adequate
Riruta Health Centre,2024-03-16,Typhoid,350,29,389,Adequate
Riruta Health Centre,2024-03-16,Respiratory Infection,326,70,574,Adequate
Riruta Health Centre,2024-03-16,Diarrhea,52,47,271,Adequate
Riruta Health Centre,2024-03-16,Skin Infection,352,71,292,Adequate
Riruta Health Centre,2024-03-16,Pneumonia,198,49,217,Adequate
Riruta Health Centre,2024-03-17,Malaria,35,84,582,Adequate
Riruta Health Centre,2024-03-17,Flu,161,122,621,Adequate
Riruta Health Centre,2024-03-17,Typhoid,80,102,393,Adequate
Riruta Health Centre,2024-03-17,Respiratory Infection,158,133,491,Adequate
Riruta Health Centre,2024-03-17,Diarrhea,278,111,694,Adequate
Riruta Health Centre,2024-03-17,Skin Infection,220,42,242,Adequate
Riruta Health Centre,2024-03-17,Pneumonia,266,60,376,Adequate
Riruta Health Centre,2024-03-18,Malaria,320,50,542,Adequate
Riruta Health Centre,2024-03-18,Flu,173,85,144,Adequate
Riruta Health Centre,2024-03-18,Typhoid,272,68,367,Adequate
Riruta Health Centre,2024-03-18,Respiratory Infection,282,41,388,Adequate
Riruta Health Centre,2024-03-18,Diarrhea,241,113,788,Adequate
Riruta Health Centre,2024-03-18,Skin Infection,50,69,663,Adequate
Riruta Health Centre,2024-03-18,Pneumonia,262,78,222,Adequate
Riruta Health Centre,2024-03-19,Malaria,391,73,711,Adequate
Riruta Health Centre,2024-03-19,Flu,243,55,746,Adequate
Riruta Health Centre,2024-03-19,Typhoid,347,99,699,Adequate
Riruta Health Centre,2024-03-19,Respiratory Infection,309,69,431,Adequate
Riruta Health Centre,2024-03-19,Diarrhea,165,63,364,Adequate
Riruta Health Centre,2024-03-19,Skin Infection,288,63,632,Adequate
Riruta Health Centre,2024-03-19,Pneumonia,380,77,295,Adequate
Riruta Health Centre,2024-03-20,Malaria,241,72,627,Adequate
Riruta Health Centre,2024-03-20,Flu,231,136,704,Adequate
Riruta Health Centre,2024-03-20,Typhoid,162,20,768,Adequate
Riruta Health Centre,2024-03-20,Respiratory Infection,364,99,114,Adequate
Riruta Health Centre,2024-03-20,Diarrhea,264,93,159,Adequate
Riruta Health Centre,2024-03-20,Skin Infection,281,71,101,Adequate
Riruta Health Centre,2024-03-20,Pneumonia,265,109,118,Adequate
Riruta Health Centre,2024-03-21,Malaria,78,87,571,Adequate
Riruta Health Centre,2024-03-21,Flu,57,77,707,Adequate
Riruta Health Centre,2024-03-21,Typhoid,194,83,275,Adequate
Riruta Health Centre,2024-03-21,Respiratory Infection,102,117,128,Adequate
Riruta Health Centre,2024-03-21,Diarrhea,186,67,378,Adequate
Riruta Health Centre,2024-03-21,Skin Infection,312,104,618,Adequate
Riruta Health Centre,2024-03-21,Pneumonia,334,83,208,Adequate
Riruta Health Centre,2024-03-22,Malaria,353,87,333,Adequate
Riruta Health Centre,2024-03-22,Flu,216,73,581,Adequate
Riruta Health Centre,2024-03-22,Typhoid,358,110,619,Adequate
Riruta Health Centre,2024-03-22,Respiratory Infection,82,43,298,Adequate
Riruta Health Centre,2024-03-22,Diarrhea,166,12,597,Adequate
Riruta Health Centre,2024-03-22,Skin Infection,201,95,657,Adequate
Riruta Health Centre,2024-03-22,Pneumonia,375,87,255,Adequate
Riruta Health Centre,2024-03-23,Malaria,38,35,229,Adequate
Riruta Health Centre,2024-03-23,Flu,360,110,483,Adequate
Riruta Health Centre,2024-03-23,Typhoid,319,28,394,Adequate
Riruta Health Centre,2024-03-23,Respiratory Infection,298,34,661,Adequate
Riruta Health Centre,2024-03-23,Diarrhea,52,97,723,Adequate
Riruta Health Centre,2024-03-23,Skin Infection,140,81,253,Adequate
Riruta Health Centre,2024-03-23,Pneumonia,86,30,255,Adequate
Riruta Health Centre,2024-03-24,Malaria,142,71,658,Adequate
Riruta Health Centre,2024-03-24,Flu,267,107,205,Adequate
Riruta Health Centre,2024-03-24,Typhoid,216,40,481,Adequate
Riruta Health Centre,2024-03-24,Respiratory Infection,206,34,392,Adequate
Riruta Health Centre,2024-03-24,Diarrhea,364,24,575,Adequate
Riruta Health Centre,2024-03-24,Skin Infection,254,20,654,Adequate
Riruta Health Centre,2024-03-24,Pneumonia,180,69,674,Adequate
Riruta Health Centre,2024-03-25,Malaria,159,88,313,Adequate
Riruta Health Centre,2024-03-25,Flu,102,76,715,Adequate
Riruta Health Centre,2024-03-25,Typhoid,187,25,337,Adequate
Riruta Health Centre,2024-03-25,Respiratory Infection,332,145,769,Adequate
Riruta Health Centre,2024-03-25,Diarrhea,138,18,420,Adequate
Riruta Health Centre,2024-03-25,Skin Infection,88,111,747,Adequate
Riruta Health Centre,2024-03-25,Pneumonia,280,81,245,Adequate
Riruta Health Centre,2024-03-26,Malaria,376,91,451,Adequate
Riruta Health Centre,2024-03-26,Flu,87,78,344,Adequate
Riruta Health Centre,2024-03-26,Typhoid,77,54,537,Adequate
Riruta Health Centre,2024-03-26,Respiratory Infection,385,129,579,Adequate
Riruta Health Centre,2024-03-26,Diarrhea,194,25,737,Adequate
Riruta Health Centre,2024-03-26,Skin Infection,331,87,220,Adequate
Riruta Health Centre,2024-03-26,Pneumonia,117,118,672,Adequate
Riruta Health Centre,2024-03-27,Malaria,331,60,262,Adequate
Riruta Health Centre,2024-03-27,Flu,110,139,269,Adequate
Riruta Health Centre,2024-03-27,Typhoid,330,77,302,Adequate
Riruta Health Centre,2024-03-27,Respiratory Infection,76,108,769,Adequate
Riruta Health Centre,2024-03-27,Diarrhea,223,52,416,Adequate
Riruta Health Centre,2024-03-27,Skin Infection,298,106,362,Adequate
Riruta Health Centre,2024-03-27,Pneumonia,195,81,527,Adequate
Riruta Health Centre,2024-03-28,Malaria,221,22,315,Adequate
Riruta Health Centre,2024-03-28,Flu,313,125,206,Adequate
Riruta Health Centre,2024-03-28,Typhoid,127,107,598,Adequate
Riruta Health Centre,2024-03-28,Respiratory Infection,259,30,142,Adequate
Riruta Health Centre,2024-03-28,Diarrhea,271,51,194,Adequate
Riruta Health Centre,2024-03-28,Skin Infection,283,69,484,Adequate
Riruta Health Centre,2024-03-28,Pneumonia,336,45,605,Adequate
Riruta Health Centre,2024-03-29,Malaria,196,24,224,Adequate
Riruta Health Centre,2024-03-29,Flu,190,116,588,Adequate
Riruta Health Centre,2024-03-29,Typhoid,255,26,444,Adequate
Riruta Health Centre,2024-03-29,Respiratory Infection,277,135,617,Adequate
Riruta Health Centre,2024-03-29,Diarrhea,60,78,395,Adequate
Riruta Health Centre,2024-03-29,Skin Infection,354,85,234,Adequate
Riruta Health Centre,2024-03-29,Pneumonia,42,142,103,Low
Riruta Health Centre,2024-03-30,Malaria,207,115,358,Adequate
Riruta Health Centre,2024-03-30,Flu,169,94,462,Adequate
Riruta Health Centre,2024-03-30,Typhoid,335,86,116,Adequate
Riruta Health Centre,2024-03-30,Respiratory Infection,229,61,311,Adequate
Riruta Health Centre,2024-03-30,Diarrhea,302,43,582,Adequate
Riruta Health Centre,2024-03-30,Skin Infection,263,33,793,Adequate
Riruta Health Centre,2024-03-30,Pneumonia,175,79,529,Adequate
Riruta Health Centre,2024-03-31,Malaria,132,42,596,Adequate
Riruta Health Centre,2024-03-31,Flu,118,130,510,Adequate
Riruta Health Centre,2024-03-31,Typhoid,370,68,340,Adequate
Riruta Health Centre,2024-03-31,Respiratory Infection,295,124,764,Adequate
Riruta Health Centre,2024-03-31,Diarrhea,86,75,474,Adequate
Riruta Health Centre,2024-03-31,Skin Infection,141,24,511,Adequate
Riruta Health Centre,2024-03-31,Pneumonia,298,143,351,Adequate
Riruta Health Centre,2024-04-01,Malaria,171,75,636,Adequate
Riruta Health Centre,2024-04-01,Flu,397,83,354,Adequate
Riruta Health Centre,2024-04-01,Typhoid,297,18,433,Adequate
Riruta Health Centre,2024-04-01,Respiratory Infection,82,141,654,Adequate
Riruta Health Centre,2024-04-01,Diarrhea,195,51,555,Adequate
Riruta Health Centre,2024-04-01,Skin Infection,205,76,165,Adequate
Riruta Health Centre,2024-04-01,Pneumonia,112,123,716,Adequate
Riruta Health Centre,2024-04-02,Malaria,316,67,383,Adequate
Riruta Health Centre,2024-04-02,Flu,33,39,790,Adequate
Riruta Health Centre,2024-04-02,Typhoid,266,27,513,Adequate
Riruta Health Centre,2024-04-02,Respiratory Infection,38,65,128,Adequate
Riruta Health Centre,2024-04-02,Diarrhea,173,101,760,Adequate
Riruta Health Centre,2024-04-02,Skin Infection,93,75,479,Adequate
Riruta Health Centre,2024-04-02,Pneumonia,216,139,326,Adequate
Riruta Health Centre,2024-04-03,Malaria,147,37,455,Adequate
Riruta Health Centre,2024-04-03,Flu,283,60,772,Adequate
Riruta Health Centre,2024-04-03,Typhoid,244,69,780,Adequate
Riruta Health Centre,2024-04-03,Respiratory Infection,110,75,148,Adequate
Riruta Health Centre,2024-04-03,Diarrhea,327,32,382,Adequate
Riruta Health Centre,2024-04-03,Skin Infection,117,12,415,Adequate
Riruta Health Centre,2024-04-03,Pneumonia,256,108,756,Adequate
Riruta Health Centre,2024-04-04,Malaria,271,41,170,Adequate
Riruta Health Centre,2024-04-04,Flu,226,87,523,Adequate
Riruta Health Centre,2024-04-04,Typhoid,141,57,534,Adequate
Riruta Health Centre,2024-04-04,Respiratory Infection,214,140,264,Adequate
Riruta Health Centre,2024-04-04,Diarrhea,244,84,429,Adequate
Riruta Health Centre,2024-04-04,Skin Infection,150,94,606,Adequate
Riruta Health Centre,2024-04-04,Pneumonia,70,126,267,Adequate
Riruta Health Centre,2024-04-05,Malaria,63,71,526,Adequate
Riruta Health Centre,2024-04-05,Flu,226,92,320,Adequate
Riruta Health Centre,2024-04-05,Typhoid,39,113,320,Adequate
Riruta Health Centre,2024-04-05,Respiratory Infection,290,87,559,Adequate
Riruta Health Centre,2024-04-05,Diarrhea,157,68,185,Adequate
Riruta Health Centre,2024-04-05,Skin Infection,133,24,304,Adequate
Riruta Health Centre,2024-04-05,Pneumonia,158,147,137,Low
Riruta Health Centre,2024-04-06,Malaria,392,118,408,Adequate
Riruta Health Centre,2024-04-06,Flu,81,30,110,Adequate
Riruta Health Centre,2024-04-06,Typhoid,343,116,739,Adequate
Riruta Health Centre,2024-04-06,Respiratory Infection,243,128,655,Adequate
Riruta Health Centre,2024-04-06,Diarrhea,35,37,514,Adequate
Riruta Health Centre,2024-04-06,Skin Infection,37,14,461,Adequate
Riruta Health Centre,2024-04-06,Pneumonia,211,141,372,Adequate
Riruta Health Centre,2024-04-07,Malaria,294,83,311,Adequate
Riruta Health Centre,2024-04-07,Flu,107,43,765,Adequate
Riruta Health Centre,2024-04-07,Typhoid,250,71,446,Adequate
Riruta Health Centre,2024-04-07,Respiratory Infection,54,109,519,Adequate
Riruta Health Centre,2024-04-07,Diarrhea,383,89,516,Adequate
Riruta Health Centre,2024-04-07,Skin Infection,32,96,211,Adequate
Riruta Health Centre,2024-04-07,Pneumonia,221,47,658,Adequate
Riruta Health Centre,2024-04-08,Malaria,250,68,661,Adequate
Riruta Health Centre,2024-04-08,Flu,226,117,512,Adequate
Riruta Health Centre,2024-04-08,Typhoid,250,99,331,Adequate
Riruta Health Centre,2024-04-08,Respiratory Infection,352,31,764,Adequate
Riruta Health Centre,2024-04-08,Diarrhea,285,28,523,Adequate
Riruta Health Centre,2024-04-08,Skin Infection,287,92,164,Adequate
Riruta Health Centre,2024-04-08,Pneumonia,219,120,272,Adequate
Riruta Health Centre,2024-04-09,Malaria,276,58,326,Adequate
Riruta Health Centre,2024-04-09,Flu,98,67,487,Adequate
Riruta Health Centre,2024-04-09,Typhoid,155,62,312,Adequate
Riruta Health Centre,2024-04-09,Respiratory Infection,82,141,770,Adequate
Riruta Health Centre,2024-04-09,Diarrhea,269,31,238,Adequate
Riruta Health Centre,2024-04-09,Skin Infection,142,24,608,Adequate
Riruta Health Centre,2024-04-09,Pneumonia,167,131,536,Adequate
Riruta Health Centre,2024-04-10,Malaria,333,40,392,Adequate
Riruta Health Centre,2024-04-10,Flu,137,57,770,Adequate
Riruta Health Centre,2024-04-10,Typhoid,355,23,733,Adequate
Riruta Health Centre,2024-04-10,Respiratory Infection,244,45,124,Adequate
Riruta Health Centre,2024-04-10,Diarrhea,351,47,780,Adequate
Riruta Health Centre,2024-04-10,Skin Infection,132,107,139,Adequate
Riruta Health Centre,2024-04-10,Pneumonia,264,93,188,Adequate
Riruta Health Centre,2024-04-11,Malaria,129,25,181,Adequate
Riruta Health Centre,2024-04-11,Flu,106,88,328,Adequate
Riruta Health Centre,2024-04-11,Typhoid,120,107,494,Adequate
Riruta Health Centre,2024-04-11,Respiratory Infection,30,42,296,Adequate
Riruta Health Centre,2024-04-11,Diarrhea,303,87,752,Adequate
Riruta Health Centre,2024-04-11,Skin Infection,317,80,661,Adequate
Riruta Health Centre,2024-04-11,Pneumonia,398,109,334,Adequate
Riruta Health Centre,2024-04-12,Malaria,316,60,766,Adequate
Riruta Health Centre,2024-04-12,Flu,89,62,536,Adequate
Riruta Health Centre,2024-04-12,Typhoid,156,102,516,Adequate
Riruta Health Centre,2024-04-12,Respiratory Infection,155,70,568,Adequate
Riruta Health Centre,2024-04-12,Diarrhea,326,94,700,Adequate
Riruta Health Centre,2024-04-12,Skin Infection,71,32,558,Adequate
Riruta Health Centre,2024-04-12,Pneumonia,62,49,764,Adequate
Riruta Health Centre,2024-04-13,Malaria,119,113,623,Adequate
Riruta Health Centre,2024-04-13,Flu,189,62,557,Adequate
Riruta Health Centre,2024-04-13,Typhoid,225,24,190,Adequate
Riruta Health Centre,2024-04-13,Respiratory Infection,226,98,565,Adequate
Riruta Health Centre,2024-04-13,Diarrhea,249,44,478,Adequate
Riruta Health Centre,2024-04-13,Skin Infection,243,43,546,Adequate
Riruta Health Centre,2024-04-13,Pneumonia,175,134,470,Adequate
Riruta Health Centre,2024-04-14,Malaria,263,95,466,Adequate
Riruta Health Centre,2024-04-14,Flu,90,136,689,Adequate
Riruta Health Centre,2024-04-14,Typhoid,124,83,315,Adequate
Riruta Health Centre,2024-04-14,Respiratory Infection,242,77,642,Adequate
Riruta Health Centre,2024-04-14,Diarrhea,319,96,234,Adequate
Riruta Health Centre,2024-04-14,Skin Infection,112,16,146,Adequate
